chunk_id,document_id,themes,rules,exceptions,merchant_specific,confidence_score
MavenAGI Merchant Info Sheet - Google Docs_chunk_10,MavenAGI Merchant Info Sheet - Google Docs,Billing and Pricing; Resolution Management; Integration Events; Support Communication,Usage billing must be created annually; Billing is processed in arrears; Resolution pricing must use original unit purchase price; Resolutions must be tracked as usage events; Integration items must be linked to resolution events,None clearly specified in the document,pricing; support_contact; integration_setup; item_naming,0.7
MavenAGI Merchant Info Sheet - Google Docs_chunk_11,MavenAGI Merchant Info Sheet - Google Docs,Usage-based pricing; Threshold management; Prepaid services; Overage charging,Set up usage AI with threshold-based charging; Use prepaid amount as the threshold amount; Apply regular resolution rate for usage; Label overage charges as 'overage'; Integration items should be tracked as resolutions; Use full service term for threshold period,Ignore specific clause about regular resolution rate listing; Handle tiered unit pricing variations; Account for multiple years with different prepaid amounts,customizable_elements; terminology,0.7
MavenAGI Merchant Info Sheet - Google Docs_chunk_12,MavenAGI Merchant Info Sheet - Google Docs,Prepaid Payment Structure; Resolution Usage; Multi-Year Contracts; Support Contact,Three different prepaid amounts required; Prepaid amounts must cover 3 different years; BT resolution usage follows a tiered structure; Tiered resolution usage applies across all 3 years; Support contact must be made through tabsplatform.com,None explicitly stated,payment_amounts; resolution_tiers; support_contact,0.7
MavenAGI Merchant Info Sheet - Google Docs_chunk_13,MavenAGI Merchant Info Sheet - Google Docs,Billing thresholds; Resolution tracking; Overage charges; First year pricing,"First year threshold is 168,750 Resolutions; Base prepaid amount covers Resolutions from 135,001 to 168,750; Overage rate is $0.86 per Resolution above threshold; Charges only apply when exceeding threshold; No additional charges for Resolutions within threshold range","First year has special threshold treatment; Initial range (135,001 to 168,750) provided at no additional charge",threshold_values; terminology,0.85
MavenAGI Merchant Info Sheet - Google Docs_chunk_14,MavenAGI Merchant Info Sheet - Google Docs,Tiered Billing Setup; Usage-Based Pricing; Annual Billing Configuration; AI Model Integration,Must create tiered unit BT configuration; Billing must be set annually in arrears; Must create 3 separate years of usage AI models; Date ranges for each year must not overlap; Must unselect 'service period same as contract' option; Must manually input exact date ranges for each year; Must select tiered usage BT named 'Resolutions Usage',Service period cannot use default contract settings; Each year requires separate configuration despite being part of same contract,customizable_elements; terminology,0.85
MavenAGI Merchant Info Sheet - Google Docs_chunk_15,MavenAGI Merchant Info Sheet - Google Docs,Pricing calculations; Sales tax handling; Resolution tiers; Payment processing,"Multiply 0.86 rate by top range value for Year 1; Resolutions between 135,001 to 168,750 are provided at no additional charge; Ignore/do not process sales tax items marked 'only where applicable'; Garage total must match total payment due in contract; Support contact available at support@tabsplatform.com",First year has special calculation method; Certain resolution ranges have no additional charges; Multiple variations of the pricing model exist,Resolution range thresholds; Rate multipliers; Garage total calculations; Platform-specific support contact (tabsplatform),0.7
MavenAGI Merchant Info Sheet - Google Docs_chunk_16,MavenAGI Merchant Info Sheet - Google Docs,Billing and Payment Terms; Platform Integration; Support and Communication; Implementation Process,15-month term required; Billing occurs on quarterly basis; First invoice must include Platform Fee; Platform Fee and Resolution-based charges require separate BTs; Support inquiries must be directed to support@tabsplatform.com,Events Processing is conditional (if necessary); Integration Items Processing is conditional (if necessary),customizable_elements; terminology,0.7
MavenAGI Merchant Info Sheet - Google Docs_chunk_17,MavenAGI Merchant Info Sheet - Google Docs,Integration Labeling; Notification Protocols; Customer Information Management; Feature Request Tracking; Communication Workflows,"Statsig integrations must be labeled as 'Sales'; Pinata integration items must be labeled as 'Software Subscription Bundle'; Ops Team must notify relevant stakeholders upon batch processing completion; Support inquiries should be directed to support@tabsplatform.com; Implementation Success team must document customer-specific information; Feature requests must include description, importance, and urgency",Pinata integration labeling can be modified based on Merchant Post Processing Communications; Special memos may be required for certain invoices; Invoice changes may vary based on merchant-customer relationships,customizable_elements; example_merchants,0.85
MIS for Milk Moovement - Google Docs_chunk_0,MIS for Milk Moovement - Google Docs,SaaS Billing Implementation; Revenue Recognition & Financial Reporting; System Integration & Collaboration; Customer Relationship Management,Implementation team must complete Notes section during handoff; POC information must be documented for both Implementation and CX teams; Current billing system must be documented before transition; Revenue recognition processes must be automated; Integration with Hubspot is required; Financial data must be centralized in a single repository,Merchant is planning to transition to usage-based billing model in future; Current system (QuickBooks) is invoice-based requiring manual intervention,company_name; location; current_systems; key_features_needed; billing_model,0.85
MIS for Milk Moovement - Google Docs_chunk_1,MIS for Milk Moovement - Google Docs,Billing and Revenue Management; CRM Integration; Implementation and Onboarding; Cross-departmental Collaboration,CRM system (Hubspot) must be integrated with Tabs platform; Sales opportunities must be tracked automatically; Contract tracking must be automated; Billing processes must be automated; Renewal tracking must be automated; Support inquiries should be directed to support@tabsplatform.com,Previous implementation challenges with Rippling (self-service model); High Days Sales Outstanding (DSO) requiring special attention,systems; departments; challenges,0.85
MIS for Milk Moovement - Google Docs_chunk_2,MIS for Milk Moovement - Google Docs,Contract Processing; Service Date Management; Implementation Workflow; Billing Information,Must locate 'Effective Date' or 'Order Effective Date' in agreement; Must identify initial subscription/service term in contract; Follow implementation steps from Success to Post-Go Live phase; Process Service Start Date according to specified steps,One-off contract items require special attention; Contract may use either 'Effective Date' or 'Order Effective Date' terminology,date_fields; contract_terms; billing_structure; implementation_timeline,0.7
MIS for Milk Moovement - Google Docs_chunk_3,MIS for Milk Moovement - Google Docs,Implementation Fee Configuration; Service Item Documentation; Naming Conventions; Field Requirements,Implementation fees must match the number of months in service term; Implementation fees cannot be 1 or 0; Item name must reflect the service/product in the agreement; Item description field must be left empty; Service term length must be specified to calculate implementation fees,Implementation fees have explicit invalid values (1 and 0); Description field is uniquely specified as blank while other fields require content,customizable_elements; variable_fields,0.85
MIS for Milk Moovement - Google Docs_chunk_4,MIS for Milk Moovement - Google Docs,Product Integration; Software Categorization; Document Formatting,Items in bold should be used as integration items; Products must be listed under their respective integration item category; Software subscriptions should use DEFAULT designation; Hierarchical organization required (main category followed by subcategories),DEFAULT notation specifically mentioned for software subscription category,product_categories; integration_items; software_types,0.6
MIS for Milk Moovement - Google Docs_chunk_5,MIS for Milk Moovement - Google Docs,Subscription Types; Fee Categories; Software Licensing,"Different fee types must be categorized numerically (2,3,4,5); Subscription fees are distinct from annual fees; SaaS subscriptions are treated as a separate category; Items must be categorized if they don't clearly fit elsewhere",Items not clearly fitting other categories require special handling (implied by 'if not clearly in one of the other categories'),Fee structure numbering system; Software/SaaS subscription definitions; Category definitions,0.7
MIS for Milk Moovement - Google Docs_chunk_6,MIS for Milk Moovement - Google Docs,Feed Management; Order Processing; Service Implementation; Project Management,Feed Supply System must be established first; Feed Order follows Feed Supply System; Feed Shop V1 Delivery comes after Order; Professional Services Implementation requires Project Management; Sequential implementation order must be followed,No clear exceptions identifiable from given content,feed_system_type; delivery_requirements; implementation_scope; project_management_level,0.7
MIS for Milk Moovement - Google Docs_chunk_7,MIS for Milk Moovement - Google Docs,Implementation Services; Fee Structure; Professional Services; System Development,Set-up fees are required; Implementation fees are separate from set-up fees; Professional services are divided into implementation and custom development categories; System development requires answering specific questions,Custom development appears to be a separate service track from standard implementation,customizable_elements; terminology,0.6
MIS for Milk Moovement - Google Docs_chunk_8,MIS for Milk Moovement - Google Docs,Support Contact Procedures; Product Lookup; Autopilot Scheduling; Fee Management,Check spreadsheet in column D if product not found in primary list; Contact support through tabsplatform.com; Schedule Autopilot requires usage fee; Follow hierarchical lookup process (check primary list before spreadsheet),Products not found in primary list require secondary spreadsheet lookup,fee_structures; product_lists; platform_access,0.6
MIS for Milk Moovement - Google Docs_chunk_9,MIS for Milk Moovement - Google Docs,Revenue Categorization; Integration Item Mapping; Data Classification,Revenue category must be based on the integration item; Use the bolded revenue category designation; Software subscription integration items should be mapped to 'recurring item' revenue category,,integration_items; revenue_categories; spreadsheet_references,0.7
MIS for Milk Moovement - Google Docs_chunk_10,MIS for Milk Moovement - Google Docs,Non-recurring billing items; Professional services offerings; Billing type classification; Service automation,Non-recurring items must be categorized distinctly from recurring items; Professional services are divided into two categories: Custom Development and Implementation; Billing type must be classified as either flat fee or usage-based; Optimization services should be scheduled through Autopilot system,"Professional services appear to be handled separately from standard automated services; Optimization services require specific scheduling through Autopilot, unlike other services",customizable_elements; terminology,0.8
MIS for Milk Moovement - Google Docs_chunk_11,MIS for Milk Moovement - Google Docs,Pricing Analysis; Quantity Management; Contract Review,Must identify total service cost; Must include all additional fees in total price calculation; Must check for payment breakdown details; Must verify quantity specifications; Must document number of licenses/seats/units,Different types of quantity units may apply (licenses vs seats vs general units); Payment breakdowns may vary by agreement type,pricing_elements; customization_needs,0.85
MIS for Milk Moovement - Google Docs_chunk_12,MIS for Milk Moovement - Google Docs,Contract Timeline Management; Service Agreement Terms; Billing Administration,Must verify and document official service start date; Must determine if agreement is one-time or recurring; Must establish invoicing frequency schedule; Must document contract term periods,No clear exceptions noted in provided content,customizable_elements; terminology,0.8
MIS for Milk Moovement - Google Docs_chunk_13,MIS for Milk Moovement - Google Docs,Payment Scheduling; Implementation Products; Contract Management,Payment terms must be specified with a frequency (annual/monthly/milestone-based); Implementation products should have payment terms set to None; Contract review requires identifying elements to be ignored,Implementation products have different payment term rules (set to None); Certain contract elements can be explicitly ignored,Payment frequency choice (annual/monthly/milestone); Implementation product definitions; Contract-specific ignore rules,0.7
MIS for Milk Moovement - Google Docs_chunk_14,MIS for Milk Moovement - Google Docs,Processing Requirements; Invoice Management; Service Terms; Contract Customization,Processing specifications must be documented per contract; Service terms must have default parameters; Invoice dates may require specific handling rules,Invoice date backdating to month-end (given as example); Processing requirements may vary by contract,customizable_elements; example_customizations,0.7
MIS for Milk Moovement - Google Docs_chunk_15,MIS for Milk Moovement - Google Docs,Default Payment Terms; Billing Frequency; Operational Defaults,Default payment term is 1 year if none specified; Default net payment terms is 0 if none specified; Default billing frequency is monthly if none listed; Operations team has predefined defaults for missing values,Custom values can override operational defaults; Different terms may apply when explicitly listed,customizable_elements; default_overrides,0.85
MIS for Milk Moovement - Google Docs_chunk_16,MIS for Milk Moovement - Google Docs,Tax Processing; Event Billing; Integration Management; Implementation Procedures,Default handling: every tax line item becomes BT if none listed; Support contact required for tax handling questions; Implementation Success team must complete Events Processing section post-go-live; Implementation Success team must complete Integration Items Processing section post-go-live,Alternative tax handling methods may be specified (implied by 'if none listed'); Event processing requirements may vary based on necessity ('if necessary'); Integration processing requirements may vary based on necessity ('if necessary'),Tax line item handling methods; Event billing requirements; Integration item assignments; Implementation timeline and requirements,0.7
MIS for Milk Moovement - Google Docs_chunk_17,MIS for Milk Moovement - Google Docs,Integration Item Labeling; Notification Protocols; Customer Information Management; Feature Request Processing,"Statsig integrations must be labeled as 'Sales'; Pinata integration items must be labeled as 'Software Subscription Bundle'; Ops Team must notify relevant team members upon batch processing completion; Notifications must include Who, Where, and When information; Feature requests must be documented with What/Why/Urgency details; Support inquiries should be directed to support@tabsplatform.com",Pinata integration items can be labeled differently if specified in Merchant Post Processing Communications; Special memos may be required for certain invoices; Invoice changes may vary based on merchant customer relationships,customizable_elements; phase_tracking,0.85
MIS for Milk Moovement - Google Docs_chunk_18,MIS for Milk Moovement - Google Docs,Integration Labeling; Communication Protocols; Merchant Management; Documentation Requirements,Statsig integrations must be labeled as 'Sales'; Pinata integrations must be labeled as 'Software Subscription Bundle'; Customer Success (Azmat Aziz) must be notified of processed contracts; Communications must be sent to Messari internal merchant channel; Merchant calls require AE documentation before Implementation involvement; Implementation team must document before go-live; Success team must document post-go-live,Special memos required for certain invoices; Invoice changes based on merchant customer relationship,documentation; phase_tracking; integration_labels,0.75
MIS for Milk Moovement - Google Docs_chunk_19,MIS for Milk Moovement - Google Docs,Call Recording; Implementation; Customer Success,Calls must be recorded in Gong.io platform; Call recordings must have unique ID numbers; Implementation discussions should be tracked,No clear exceptions identifiable from the limited content,call_id; instance_id; platform; conversation_type,0.6
MIS for Milk Moovement - Google Docs_chunk_20,MIS for Milk Moovement - Google Docs,Demo recordings; Contract review; Usage modeling,Demo sessions must be recorded with a specific call ID; Complex contracts require detailed coverage; Usage models should be included in demonstrations,None clearly specified in the content,identifiers; customization_points,0.6
MIS for Milk Moovement - Google Docs_chunk_21,MIS for Milk Moovement - Google Docs,Sales meetings; Finance leadership; Call documentation; Demo sessions,Calls must have unique ID numbers; Calls must be recorded in Gong.io platform; Meeting links must be preserved for reference; Cross-functional meetings should include both Sales and Finance teams,None clearly specified in the content,call_id; platform_instance; meeting_type; participant_groups,0.7
MIS for Milk Moovement - Google Docs_chunk_22,MIS for Milk Moovement - Google Docs,Negotiation; Call Documentation; Digital Communication,Call recordings must be tracked with unique IDs; Calls must be documented in Gong.io platform; Questions must be documented/tracked,,identifiers; platforms,0.4
Summer Discovery - MIS - Google Docs_chunk_0,Summer Discovery - MIS - Google Docs,Document Management; Implementation Process; Billing Structure; Point of Contact Management,"Original document must not be edited - copies required; POC information must be filled by specific roles (IM for Royce, IMP for other POC); Notes section ownership belongs to AE with Implementation team as DRI on handoff; Deposit payment is required (25k mentioned); Billing information requires documentation with specific stakeholder input (Austin/Vanessa)",Merchant is open to changing their current billing schedule; Managed part of business has unique billing structure,name; billing_elements; contact_roles,0.7
Summer Discovery - MIS - Google Docs_chunk_1,Summer Discovery - MIS - Google Docs,Financial calculations; Student services; Fee structures; Service management,Managed Services fee includes estimated expenses like background checks; Fee calculation is done on a per-student basis; Fee is calculated on a weekly interval; Estimated expenses are approximately 50% of Managed Services fee,Calculation methods may vary by university; Background check costs may vary,customizable_elements; terminology,0.7
Summer Discovery - MIS - Google Docs_chunk_2,Summer Discovery - MIS - Google Docs,Service Fee Management; Merchant Attitude Assessment; System Integration; Feature Prioritization,Managed Service fees must be tracked against overages; Staff expenses need to be monitored and accounted for; Merchant processes should align with Tabs system functionality; POC's feature preferences must be documented,Overages from staff expenses are handled separately from standard service fees,customizable_elements; attitude_factors,0.7
Summer Discovery - MIS - Google Docs_chunk_3,Summer Discovery - MIS - Google Docs,Automated Billing; Invoice Management; Data Consolidation; System Integration,Invoices must be automatically generated from existing data; System must support automated dunning processes; Scattered data must be consolidated before invoice creation; System must integrate with NetSuite (NS); Invoice creation process must handle unstructured data inputs,Unstructured data may require special handling before processing; Some billing data may not be suitable for automation,data_sources; billing_rules; ns_integration; dunning_processes,0.85
Summer Discovery - MIS - Google Docs_chunk_4,Summer Discovery - MIS - Google Docs,Billing and Contract Management; Customer Creation Process; Implementation Documentation; Operational Procedures,Document must be copied rather than edited directly; Support contact must be made via tabsplatform.com; Implementation team must complete billing model section; Operations team must complete contract processing steps,Merchant may have unique customer creation processes; Contract may have specific breakdown requirements,customizable_elements; unique_aspects,0.7
Summer Discovery - MIS - Google Docs_chunk_5,Summer Discovery - MIS - Google Docs,Payment Schedule Processing; BT (Billing Transaction) Management; Date Handling; Contract Structure,"BTs must be located in Payment Schedule section of contracts; Each line item in Payment Schedule represents a separate BT; All committed payments in Payment Schedule must be processed as BTs; Estimated amounts based on prior year data should be included as BTs; Billing Start Date must be taken from Payment Schedule for each line item; When payment amount cannot be calculated, BT should be set to 0",Cases where total amount cannot be calculated from given information; Estimated amounts based on historical data rather than fixed amounts,Payment Schedule structure may vary by merchant; BT (Billing Transaction) terminology; Prior year data references for estimates; Contract format and section placement,0.85
Summer Discovery - MIS - Google Docs_chunk_6,Summer Discovery - MIS - Google Docs,Payment Scheduling; Date Calculations; Item Naming Conventions; Document Management,Payment due dates must be calculated as 15 days before listed due date; Billing Start Date equals Service Start Date for all line items; Short details should be used in full as item names; Long details should be shortened using best judgment; Months of Service defaults to 0; Total Price should match payment schedule amounts; Net terms are always 15 days; Document must be copied before editing,Long detail descriptions can be shortened based on judgment; Item naming flexibility allowed based on details column content,contact_info; payment_fields; customizable_elements,0.85
Summer Discovery - MIS - Google Docs_chunk_7,Summer Discovery - MIS - Google Docs,Fee Processing; Amount Determination; Billing Structure; Variable Expenses,Use pre-calculated fee amounts when provided; Use amounts shown in parentheses as the total price; Set amount to $0 when expenses are to-be-determined; Set frequency to 'None' for milestone-based billing; Use exact amounts provided rather than calculating,When amount is listed as 'to-be-determined'; When amount is variable based on future expenses; When estimate isn't listed; Milestone-based billing instead of recurring intervals,billing_type; format_examples,0.9
Summer Discovery - MIS - Google Docs_chunk_8,Summer Discovery - MIS - Google Docs,Payment Terms and Processing; Integration Item Mapping; Billing Classification; Document Processing Guidelines,Use 15 days for Net Terms; Default quantity should be set to 1; Ignore usage overage items; Focus only on payment schedule items; Only process flat fees; Use billable expenses integration item for expenses without 'fee' or 'deposit' designation; Add customer name to end of billable expenses items; Match customer name exactly for billable expenses; 'Billable Expenses Deposit' and 'Billable Expenses' should be treated the same,Ignore additional purchase items (e.g. 'Additional meals'); Items not fitting billable expenses/fee/deposit categories should be marked as 'none' and flagged to team; Multiple BTs (billing terms) may appear but should be ignored unless in payment schedule,Customer name appending to billable expenses; Payment schedule structure; Specific fee and deposit designations; Integration item mapping categories,0.85
Summer Discovery - MIS - Google Docs_chunk_9,Summer Discovery - MIS - Google Docs,Financial Documentation; Fee Management; Document Control; Support Procedures,Make copies instead of editing original documents; Classify fees under Management Fee & Insurance category; Classify deposits separately from fees; Contact support through tabsplatform.com for questions; Items labeled as 'fee' require specific categorization; Items labeled as 'deposit' require specific categorization,Items to be ignored in contracts (specifics not provided); Revenue items that include management fee and insurance have special handling,fee_types; deposit_categories; contract_exclusions; support_process,0.7
Summer Discovery - MIS - Google Docs_chunk_10,Summer Discovery - MIS - Google Docs,Invoice Processing; Contract Specifications; Service Terms,Some processing requirements are contract-specific; Service terms have default parameters; Invoice dates may require specific handling,Back-dating invoice dates to month-end (example of possible contract-specific requirement),processing_requirements,0.7
Summer Discovery - MIS - Google Docs_chunk_11,Summer Discovery - MIS - Google Docs,Default Payment Terms; Billing Frequency; Operational Defaults,Default term length is 1 year if not specified; Default net payment terms is 0 if not specified; Default billing frequency is Monthly if not specified; Operations team has predefined defaults for missing values,Merchant can override default 1 year term by specifying different duration; Merchant can override default net payment terms; Merchant can override default Monthly billing frequency,Term length; Net payment terms; Billing frequency preferences,0.85
Summer Discovery - MIS - Google Docs_chunk_12,Summer Discovery - MIS - Google Docs,Tax Processing; Integration Item Handling; Post-Processing Communications; Implementation Phase Management,Default tax line items should be processed as BT Events if none listed; Statsig integration items should be labeled as 'Sales'; Pinata integration items should be labeled as 'Software Subscription Bundle'; Processing completion notifications must be managed by Ops Team; Implementation Success team handles post-go-live processing details,Pinata integration items can have different labels if specifically noted by Merchant; Processing notifications may vary between Implementation and Active phases,customizable_elements; terminology,0.85
Summer Discovery - MIS - Google Docs_chunk_13,Summer Discovery - MIS - Google Docs,Notification Protocols; Integration Labeling; Customer Success Management; Documentation Requirements,"Customer Success (Azmat Aziz) must be notified when contracts are processed; Notifications must be sent to Messari internal merchant channel; Statsig integrations must be labeled as 'Sales'; Pinata integration items must be labeled as 'Software Subscription Bundle'; Original document should not be edited - copies must be made; Different teams have specific sections to fill at different stages (AE, Implementation, Success)",Special memos for certain invoices; Custom invoice changes based on merchant-customer relationships,documentation_sections; customizable_elements,0.85
Summer Discovery - MIS - Google Docs_chunk_14,Summer Discovery - MIS - Google Docs,Price level configuration; Contract scoping; Business communication,Call records must include call ID; Account ID must be specified; Meetings require participant names,,identifiers; platform; participants,0.6
Summer Discovery - MIS - Google Docs_chunk_15,Summer Discovery - MIS - Google Docs,Call/Meeting Documentation; Contract Management; Team Collaboration,Call must be referenced with specific ID number; Account ID must be included; Contract scope must specify involved team members,No clear exceptions noted in the provided content,identifiers; personnel,0.7
Summer Discovery - MIS - Google Docs_chunk_16,Summer Discovery - MIS - Google Docs,Call Documentation; Financial Management; Meeting Records,Call must have unique identifier (7020260913517554594); Account ID must be specified (8515207 541940086288); Calls must be recorded via Gong.io platform; Financial personnel must be present in demo calls,Demo call format (vs standard calls),personnel; organization; platform_details; identifiers,0.7
Summer Discovery - MIS - Google Docs_chunk_17,Summer Discovery - MIS - Google Docs,NetSuite Integration; Project Scoping; Documentation,NetSuite overseer must be present for scoping call; Call must be recorded in Gong platform; Account ID must be documented,,identifiers; systems,0.6
Summer Discovery - MIS - Google Docs_chunk_18,Summer Discovery - MIS - Google Docs,Stakeholder Management; Business Structure; Technology Systems; Invoice Processing,Special memos are required for certain invoices; Invoice changes must be documented based on merchant-customer relationships; Support must be contacted through tabsplatform.com; System documentation should not be directly edited (make copies),Invoice modifications based on merchant-customer relationships; Special handling for managed vs. branded business units; UK program may require different handling,business_model; key_systems; key_contacts,0.75
Summer Discovery - MIS - Google Docs_chunk_19,Summer Discovery - MIS - Google Docs,Financial System Configuration; Invoice Processing; Organizational Transition; System Requirements,"Standard invoice fields must include: Program, Class, Department, location; Tax should not be charged on invoices; Customer records must be created manually; No multi-currency transactions allowed; Support inquiries must be directed to support@tabsplatform.com",Limited customer base (12-20 customers); Customer record information tracking is minimal; System transition in progress (Brex to Ramp),systems; organizational_context,0.85
Summer Discovery - MIS - Google Docs_chunk_20,Summer Discovery - MIS - Google Docs,Financial Management; Business Operations; Service Delivery Models; International Operations,Budget access is restricted until fall period; Managed services require year-round support provision; SOW (Statement of Work) must be maintained; Invoice processing system must be in place,UK program operations may have different requirements; Managed services model applies only to existing pre-college programs,business_models; terminology; processes,0.7
Summer Discovery - MIS - Google Docs_chunk_21,Summer Discovery - MIS - Google Docs,University Partnerships; Financial Relationships; Brand Management,"Must operate in partnership with top tier universities; Must have formal contracts with universities; Payment flows from merchant to universities, not vice versa; Brand association requires university approval",No clear exceptions noted in the text,partnership_terms; payment_amounts; branding_requirements,0.6
Summer Discovery - MIS - Google Docs_chunk_22,Summer Discovery - MIS - Google Docs,Payment Processing; Business Model Types; Contract Management; Seasonal Operations,No AR (Accounts Receivable) allowed; Payments must be made via ACH or Wire; Will not work with branded pricing model; Managed pricing model based on per-student/per-week cost; Payment method settings are configurable,Branded pricing model is explicitly excluded from services; Contract ownership has historical fragmentation,pricing_models; business_characteristics; payment_configurations,0.85
Summer Discovery - MIS - Google Docs_chunk_23,Summer Discovery - MIS - Google Docs,Construction Impact Management; Revenue Protection; Management Fees; Business Planning,Minimum revenue guarantees must be implemented when construction affects business operations; Management fees can be charged for startup/planning services; Planning fees can be assessed for business preparation,Construction-related revenue impact situations requiring special compensation arrangements; Summer Disco specific revenue protection measures,revenue_elements; operational_factors,0.7
Summer Discovery - MIS - Google Docs_chunk_24,Summer Discovery - MIS - Google Docs,Fee calculation methodology; Payment structure; Billing management; Program administration,Management fee is calculated per student per week; Total cost = (per student rate × number of weeks); Bill backs are added for program operation expenses; Payments are made in installments for the full year; Calculations are maintained in Excel spreadsheets; No specialized invoicing software is used,Additional expenses can be billed back as they occur; Payment installments may vary,fee_elements; operational_aspects,0.85
