chunk_id,document_id,themes,rules,exceptions,merchant_specific,confidence_score
Merchant Info Sheet - Operator.ai(1)_chunk_0,Merchant Info Sheet - Operator.ai(1),Contract Processing and Billing Setup; Quote Interpretation and Line Item Processing; Discount and Payment Cadence Management; Opt-out Clauses and Auto-renewal Handling; Merchant Onboarding Timeline and Stakeholders,"Send Slackbot message for the first invoice of the billing sequence when contract is processed; Process all line items with amounts, quantity, and item name from quote; Include start date, service period, and frequency from quote; Use billing terms specified in quote; Set integration item as 'Revenue: SaaS'; Do not process $0 lines (there will be many); Refer to contract billing terms section on first page of quote for payment cadence and discounts; Follow costs laid out in the invoice for billing setup, regardless of varying terms or opt-out clauses; If quarterly billing with auto-renewal but charges outlined for full year, process for full year billed quarterly; If opt-out clause exists but quote shows charges post opt-out, process all charges laid out in the quote; Flag if instructions are unclear","Initial POC agreements have varying billing terms and invoice cadences; Most initial POC agreements have opt-out auto-renewal clauses; Many discounts expected for initial POC agreements; When conflict exists between contract terms (e.g., opt-out clause) and quote charges, prioritize the quote charges; Discount appears both as line item at bottom of quote and in billing terms section","Merchant name: Operator AI (Pleasant - COO is key contact); Merchant goal: Implement Tabs as primary billing tool for first batch of paying customers in late Nov/early Dec; No opt-out clause for this merchant; Specific timeline: Demo (Oct 9), Scoping (Oct 15), MSA Signature (Oct 31), Kickoff (Nov 4), Go Live (Nov 18); Company focus: AI-driven sales operations tools with personalized engagement approach; Initial contracts come in form of quotes; GTM POC and Implementation POC roles (to be filled); ERP and Tax Integration details (to be specified)",0.92
Merchant Info Sheet - Operator.ai(1)_chunk_1,Merchant Info Sheet - Operator.ai(1),Discount Processing and Billing Treatment; Customer and Contract Setup Procedures; Default Values and Operational Standards; Integration and Post-Processing Communications; Merchant-Specific Billing Information and Relationship Management,"{'rule': 'If invoicing is recurring for the same amount with a discount on first invoice, process discount as separate BT', 'rationale': 'No way to apply discount to only 1 invoice in a recurring BT'}; {'rule': 'If invoicing has varying amounts between first and future invoices, apply discount directly to first BT of sequence', 'rationale': 'Allows for proper discount application in non-uniform billing'}; {'rule': 'Create new customers for incoming contracts', 'rationale': 'Very rare for customers to already exist as they are just starting to bill'}; {'rule': 'Billing address is located at the top of the quote', 'rationale': 'Standard location for extraction'}; {'rule': 'Billing contact is in its own section at the bottom of the first page of the quote', 'rationale': 'Standard location for extraction'}; {'rule': 'Default Service Term: 1 Year (if none listed)', 'rationale': 'Ops default standard'}; {'rule': 'Default Net Payment Terms: 0 (if none listed)', 'rationale': 'Ops default standard'}; {'rule': 'Default Billing Frequency: Monthly (if none listed)', 'rationale': 'Ops default standard'}; {'rule': 'Every tax line item becomes a BT (if none listed)', 'rationale': 'Ops default for tax handling'}; {'rule': ""All Statsig integration items should be labeled as 'Sales'"", 'rationale': 'Integration-specific labeling requirement'}; {'rule': ""All Pinata integration items should be labeled as 'Software Subscription Bundle' unless otherwise noted"", 'rationale': 'Integration-specific labeling requirement'}; {'rule': 'Customer Success (Azmat Aziz) needs to be notified in Messari internal merchant channel when contracts are processed in Active phase', 'rationale': 'Post-processing communication requirement'}","{'exception': 'Rules may evolve on a case by case basis', 'action': 'Flag if unclear how to process discount'}; {'exception': 'Specifics processing things may differ by contract', 'example': 'Always back-date invoice date to final day of the month'}; {'exception': ""Pinata integration items labeled as 'Software Subscription Bundle' unless otherwise noted by Merchant"", 'condition': 'Merchant can override default labeling'}; {'exception': 'Special memos certain invoices require', 'context': 'Invoice changes due to merchant customer relationship'}","{'element': 'Discount processing methodology', 'customizable': True, 'note': 'May vary based on recurring vs. varying invoice amounts'}; {'element': 'Integration item labeling', 'customizable': True, 'examples': ['Statsig -> Sales', 'Pinata -> Software Subscription Bundle']}; {'element': 'Post-processing notification requirements', 'customizable': True, 'note': 'Who to notify, where, and when varies by merchant'}; {'element': 'Invoice date handling', 'customizable': True, 'example': 'Back-dating to final day of month'}; {'element': 'Merchant billing model', 'note': 'This merchant: SaaS billing, no overages initially, consumption product without credit system to begin'}; {'element': 'Customer volume expectations', 'note': 'This merchant: 20 customers by end of December, monthly payment via CC with Stripe'}; {'element': 'Merchant relationship information', 'note': 'This merchant: Pleasant and team easy to work with, fellow Primary company'}; {'element': 'Feature requests section', 'customizable': True, 'note': 'Varies by merchant needs and urgency'}; {'element': 'Special customer information', 'customizable': True, 'note': 'Special memos and invoice changes based on merchant-customer relationships'}",0.85
 Merchant Info Sheet - Coalesce (Deprecrated)__chunk_0, Merchant Info Sheet - Coalesce (Deprecrated)_,Contract Processing and Billing Procedures; Merchant Relationship and Account Management; Invoice Creation and Documentation Requirements; Contract Types and Billing Models; Date Management for Billing Events,"When billing platform seats, show 1 Quantity for 'Coalesce Platform'; When billing all other quantities, show the actual quantity in the BT's quantity section; For discounting, specify the items that have been discounted in the description (e.g., Platform, Additional User License, etc.); Add seat quantity in the Description field; New contracts: Default billing date to signature date unless explicitly stated otherwise; Renewals: Invoice date will always be written in renewal contract; Renewals billing starts on the date after the first term; Default billing contact name to '[Company Name] AP Dept' on all invoices; Do not process rev share agreements; Add PO number if a PO document has been sent in addition to contract; Place PO via invoices tab in Garage and add PO to specific invoice; PO billing schedule supersedes the contract; If a contract shows a reseller fee, input the subtotal as one BT and the reseller fee as a second BT with a negative value (MSA 4/19 update)",New contract billing date can differ from signature date if explicitly stated otherwise in contract; PO billing schedule takes precedence over contract terms when PO is present; Rev share agreements should not be processed (exception to normal contract processing); Reseller fee contracts require special handling with negative value BT entry,"Merchant name: Coalesce; Billing model: Mostly annual, multi-year contracts; Contract structure: SaaS-based; International contracts present; Key contacts: Trevor McGuire (Accountant), Nick Decesare (CFO), Tianna Tugulavioa (Senior Finance); Product-specific terminology: 'Coalesce Platform', 'Platform seats', 'Additional User License'; Implementation timeline: Scoping start Feb 28, 2024; Go live Mar 14, 2024; MSA signed Feb 9, 2024; Account manager notes: Nick is bullish on Tabs, interested in 3-year contract, potential advisor candidate; Company business: Data transformation platform",0.92
 Merchant Info Sheet - Coalesce (Deprecrated)__chunk_1, Merchant Info Sheet - Coalesce (Deprecrated)_,Billing Terms and Invoice Structure; Discount and Fee Handling; International Currency Processing; Communication and Notification Protocols; Invoice Generation and Distribution Workflow,"{'rule_id': 'R1', 'description': 'Reseller fees must be split into separate billing terms (BTs): one for the gross amount and one for the negative fee amount', 'example': '1,000 subtotal with 300 reseller fee requires two BTs: one for 1,000 and one for -300'}; {'rule_id': 'R2', 'description': 'Discounts must be placed as negative billing terms separate from gross line item pricing', 'rationale': 'To provide merchant visibility into discounts by line item for expansion and renewal conversations'}; {'rule_id': 'R3', 'description': 'Jumpstart fees are one-time fees typically added to the first invoice only', 'exception': 'Not recurring unless specifically noted in contract'}; {'rule_id': 'R4', 'description': 'Send communications to Azmat after processing any international currency contract (effective 6/10)', 'type': 'notification_requirement'}; {'rule_id': 'R5', 'description': 'Send Slack message using ellipses after processing Coalesce contracts (effective 7/31)', 'constraint': 'Only for the next upcoming invoice in series, not all future invoices'}; {'rule_id': 'R6', 'description': 'For multi-year contracts, send Slack notification only for the immediate invoice, not future year invoices', 'example': ""3-year contract processed in July 2024 with annual invoicing: send message for July '24 only, not July '25 or '26""}; {'rule_id': 'R7', 'description': 'International invoice processing workflow steps: (1) Process contract with customer name and address, (2) Review billing terms accuracy, (3) Download PDF invoice, (4) Edit currency in Photoshop, (5) Run Google script for Tabs invoice template, (6) Verify customer email and attachments, (7) Send invoice to customer, (8) Update QBO with support@tabsplatform email'}; {'rule_id': 'R8', 'description': 'International invoices require Chase wire instructions to be attached', 'type': 'attachment_requirement'}; {'rule_id': 'R9', 'description': 'International invoices have a 24-hour turnaround expectation for customers', 'type': 'sla_requirement'}; {'rule_id': 'R10', 'description': 'QBO copy of international invoices must have send-to email updated to support@tabsplatform', 'type': 'system_requirement'}","{'exception_id': 'E1', 'description': 'Jumpstart fees are typically non-recurring but can be recurring if explicitly noted in the contract', 'condition': 'Contract must specifically state recurring nature'}; {'exception_id': 'E2', 'description': 'Slack notifications for Coalesce contracts should only be sent for the immediate next invoice, not subsequent invoices in multi-year contracts', 'condition': 'Applies to contracts with multiple invoice periods (annual, multi-year)'}","{'element': 'Azmat communication requirement', 'description': 'Specific individual (Azmat) must be notified for international currency contracts', 'customization_needed': 'Contact person may vary by merchant or organization'}; {'element': 'Coalesce contracts', 'description': 'Specific contract type requiring Slack notification via ellipses method', 'customization_needed': 'Contract type and notification method are merchant-specific'}; {'element': 'Tabs invoice template', 'description': ""Google script generates specific 'Tabs invoice template' for international invoices"", 'customization_needed': ""Template and script are specific to this merchant's system""}; {'element': 'Chase wire instructions', 'description': 'Specific banking instructions required for international payments', 'customization_needed': 'Banking partner and wire instructions vary by merchant'}; {'element': 'QBO (QuickBooks Online) integration', 'description': 'Specific accounting system with support@tabsplatform email requirement', 'customization_needed': 'Accounting system and email addresses are merchant-specific'}; {'element': 'Photoshop currency editing', 'description': 'Manual currency editing process using specific software', 'customization_needed': 'Tool and process may vary by merchant capabilities'}",0.75
 Merchant Info Sheet - Coalesce (Deprecrated)__chunk_2, Merchant Info Sheet - Coalesce (Deprecrated)_,Currency conversion and invoice processing; Platform integration between Tabs and QuickBooks Online (QBO); Customer relationship management and documentation; Revenue recognition and reporting requirements; Video call documentation and training materials,"Perform spot currency conversion from USD to another currency (example: 30,000 to 38,358 dollars); Edit the conversion amount on the Tabs platform; Update invoice notes with format: 'XXX to USD conversion as of XX YY 2024'; Send invoice to push it to QuickBooks Online (QBO); Maintain a list of all invoices processed; Process Coalesce International Invoice Events when necessary; Document special memos that certain invoices require; Track invoice changes related to merchant-customer relationships; Maintain video call recordings in chronological order (most recent first); Revenue recognition reporting is required with medium-high urgency",International invoice events processing is conditional - marked as 'if necessary' with N/A option; Certain invoices require special memos based on merchant-customer relationship dynamics; Invoice modifications may be needed due to specific merchant-customer relationships,Merchant name: Coalesce (or Coalesce International); Currency conversion pairs and amounts will vary by merchant; Customer-specific information and special handling requirements; Invoice memo requirements may differ per merchant; Feature requests for Rev Rec (Revenue Recognition) and Reporting capabilities; Video call history and training materials specific to this merchant's onboarding; Specific date formats and conversion dates in invoice notes,0.72
Merchant Info Sheet - GenLogs_chunk_1,Merchant Info Sheet - GenLogs,Implementation and Setup Process; Billing and Invoice Management; Internal Communication and Notifications; Customer-Specific Customization; Onboarding and Training,Alex must be aware of Events Processing setup procedures; Operations Team is required to notify merchant when new contract first invoice is ready; Events billing information must be documented when applicable; Integration items must be processed when necessary; Post-processing communications must be handled when required; Customer-specific information must be documented for each merchant; Special memos must be included on certain invoices as required; Invoice modifications may be needed based on merchant-customer relationships; Intro calls and custom demos should be rewatched for reference,Events Processing is conditional (only 'if necessary'); Integration Items Processing is conditional (only 'if necessary'); Post Processing Communications are conditional (only 'if necessary'); Certain invoices require special memos (not all invoices); Invoice changes are dependent on specific merchant-customer relationships,Events Processing setup requirements vary by merchant; Events billing structure and important information; Customer-specific information unique to each merchant's client base; Special memo requirements for particular invoices; Invoice modifications based on individual merchant-customer relationships; Feature requests specific to merchant needs; Custom demo content tailored to merchant requirements,0.65
Merchant Info Sheet - GenLogs_chunk_0,Merchant Info Sheet - GenLogs,Contract lifecycle management and processing workflow; Two-tier contract structure with trial and annual phases; Billing configuration and revenue recognition rules; Integration item categorization and pricing models; Default operational parameters and fallback values,"{'rule_id': 'R1', 'category': 'Contract Processing', 'description': 'Trial period contracts (LOI/Non Binding Software Access Agreement) must be set up with 1 month duration', 'explicit': True}; {'rule_id': 'R2', 'category': 'Contract Processing', 'description': 'Annual contracts (PLATFORM AGREEMENT ORDER FORM) must be set up with 12 months duration', 'explicit': True}; {'rule_id': 'R3', 'category': 'Billing Configuration', 'description': 'Billing date is set to the first date of the following month from the contract effective date', 'explicit': True}; {'rule_id': 'R4', 'category': 'Billing Configuration', 'description': 'Default billing frequency is monthly if none listed', 'explicit': True}; {'rule_id': 'R5', 'category': 'Revenue Recognition', 'description': 'Use the Effective Date as the date for the Revenue schedule', 'explicit': True}; {'rule_id': 'R6', 'category': 'Pricing', 'description': 'Extract pricing amount using the discounted price (net), not gross price', 'explicit': True}; {'rule_id': 'R7', 'category': 'Payment Terms', 'description': 'Default net payment terms is 0 days if none specified', 'explicit': True}; {'rule_id': 'R8', 'category': 'Tax Handling', 'description': 'Every tax line item becomes a BT (Bill Through) if none listed', 'explicit': True}; {'rule_id': 'R9', 'category': 'Integration Items', 'description': ""Non Binding Software Access Agreement contracts are categorized as 'Pilots' integration item"", 'explicit': True}; {'rule_id': 'R10', 'category': 'Integration Items', 'description': ""PLATFORM AGREEMENT ORDER FORM contracts are categorized as 'Recurring SaaS' integration item"", 'explicit': True}; {'rule_id': 'R11', 'category': 'Notifications', 'description': 'Send Slackbot notification for the first invoice post-processing', 'explicit': True}; {'rule_id': 'R12', 'category': 'Contract Processing', 'description': 'Extract customer name from contracts during processing', 'explicit': True}","{'exception_id': 'E1', 'description': 'Trial period pricing may differ from recurring price for ongoing contracts with discount applied', 'condition': 'When customer transitions from trial to annual contract'}; {'exception_id': 'E2', 'description': 'Some customers in the middle section already have auto payment set up', 'condition': 'Pre-existing payment setup for certain customers'}; {'exception_id': 'E3', 'description': 'Merchant may test new billing models as they grow', 'condition': 'Future state consideration beyond current monthly SaaS model'}; {'exception_id': 'E4', 'description': 'One-time charges vs recurring charges need to be distinguished in contract items', 'condition': 'When processing contract line items'}","{'element': 'Contract document names', 'details': 'Non Binding Software Access Agreement (trial) and PLATFORM AGREEMENT ORDER FORM (annual)', 'customizable': True}; {'element': 'Trial period terminology', 'details': ""GenLogs calls trial period 'Letter of Intent (LOI)'"", 'customizable': True}; {'element': 'Business model', 'details': 'Freight intelligence company with AI-driven roadside sensors for truck carrier mapping', 'customizable': False}; {'element': 'Billing model', 'details': 'SaaS billed monthly', 'customizable': True}; {'element': 'Key stakeholders', 'details': 'Fractional CFO (Nathan Kiss), VP Customer Success (Alex Burlingame), Fractional Analyst (Zoe Costley)', 'customizable': False}; {'element': 'Contract structure', 'details': 'Two-phase approach: 1-month pilot followed by 12-month annual agreement', 'customizable': True}; {'element': 'Go-live timeline', 'details': 'Demo to Go Live in 14 days (Sep 13 to Sep 27, 2024)', 'customizable': False}; {'element': 'Integration item categories', 'details': 'Pilots (for trials) and Recurring SaaS (for annual contracts)', 'customizable': True}",0.92
Tabs MIS for Together AI_chunk_1,Tabs MIS for Together AI,Call tracking and reference management; Meeting documentation with participant identification; Chronological event tracking (reconnect timeline); Gong.io platform integration for call recordings,,,"Gong.io platform URL structure (us-56595.app.gong.io); Specific call ID format and numbering system; Participant names (Ali, Arjun); Meeting type designation (onsite); Temporal reference point (July reconnect event); Relevance tagging system (most relevant)",0.3
Tabs MIS for Together AI_chunk_0,Tabs MIS for Together AI,Merchant Onboarding and Implementation Process; Contract Processing and Billing Operations; Stakeholder Communication and Coordination; Default Operational Parameters and Configuration; Customer-Specific Billing Requirements and Customization,"{'category': 'Default Service Terms', 'rule': 'If no service term is listed, operations default is 1 Year', 'explicit': True}; {'category': 'Default Payment Terms', 'rule': 'If no payment terms specified, operations default is Net 0 (immediate payment)', 'explicit': True}; {'category': 'Default Billing Frequency', 'rule': 'If no billing frequency is listed, operations default is Monthly', 'explicit': True}; {'category': 'Tax Line Item Processing', 'rule': 'If not specified otherwise, every tax line item becomes a BT (Billable Transaction/Billing Transaction)', 'explicit': True}; {'category': 'Document Ownership', 'rule': 'Implementation team is responsible for filling billing model section', 'explicit': True}; {'category': 'Document Ownership', 'rule': 'Implementation Success team fills contract processing steps post-go-live', 'explicit': True}; {'category': 'Document Ownership', 'rule': 'Account Executive (AE) fills feature requests prior to implementation handoff', 'explicit': True}; {'category': 'Document Ownership', 'rule': 'Implementation team fills feature requests prior to go-live', 'explicit': True}; {'category': 'Document Ownership', 'rule': 'Success team fills feature requests post-go-live', 'explicit': True}","{'description': 'Contract-specific invoice date backdating', 'example': 'Some merchants may request to always back-date invoice date to final day of the month', 'condition': 'Varies by merchant request and contract'}; {'description': 'Integration item labeling exceptions', 'example': ""Pinata integration items labeled as 'Software Subscription Bundle' unless otherwise noted by merchant"", 'condition': 'Merchant-specific override possible'}; {'description': 'Customer-specific invoice requirements', 'example': 'Special memos required for certain invoices based on merchant-customer relationship', 'condition': 'Varies by customer relationship'}; {'description': 'Contract items to ignore during processing', 'example': 'Specific processing things that differ by contract', 'condition': 'Contract-specific instructions'}","{'element': 'Key Stakeholders', 'details': 'Together AI has specific contacts: Hanson Hermsmeier (VP Corporate Finance), John Lee (Director of FinOps), Tim Yen (Accounting/Financial Operations Lead)', 'customizable': True}; {'element': 'Implementation POC and CX POC', 'details': 'Each merchant requires designated points of contact for implementation and customer experience', 'customizable': True}; {'element': 'Billing Model', 'details': 'Unique customer creation process and contract structure varies by merchant', 'customizable': True}; {'element': 'Integration Items Labeling', 'details': ""Specific labeling conventions for integration items (e.g., Statsig as 'Sales', Pinata as 'Software Subscription Bundle')"", 'customizable': True}; {'element': 'Post-Processing Notifications', 'details': 'Notification requirements vary by merchant (who to notify, when, and where)', 'customizable': True}; {'element': 'Events Processing', 'details': 'Event billing requirements are merchant-specific and may not apply to all merchants', 'customizable': True}; {'element': 'Customer Information', 'details': 'Special handling for specific customers, including memo requirements and invoice modifications', 'customizable': True}; {'element': 'Feature Requests', 'details': 'Merchant-specific feature requests with varying urgency levels', 'customizable': True}",0.85
Tabs MIS for Together AI_chunk_2,Tabs MIS for Together AI,"Call tracking and reference management; Documentation through Gong.io platform; Call categorization (Commercials, VOC - Voice of Customer); Internal communication and knowledge sharing","Calls must be recorded and tracked using Gong.io platform; Each call should have a unique identifier/ID for reference; Calls should be categorized by type (e.g., Commercials, VOC); Call URLs follow standardized format: https://us-56595.app.gong.io/call?id=[ID]; Multiple call references may be provided for context or comparison","Some calls have explicit category labels (Commercials, VOC) while others do not; The labeling convention appears inconsistent - not all calls have parenthetical descriptors","Gong.io instance identifier: 'us-56595' (specific to this organization); Call categorization taxonomy (Commercials, VOC) may be organization-specific; The specific call IDs are unique to this merchant's account; VOC (Voice of Customer) terminology indicates customer feedback tracking processes",0.45
Tabs MIS for Together AI_chunk_4,Tabs MIS for Together AI,Dual billing models: Sales-Led (contract-based) vs Product-Led (usage-based); Revenue recognition alignment with actual delivery vs contracted commitments; Manual reconciliation processes and operational gaps; Credit management for partial or delayed deliveries; Future-state automation through Tabs integration,"Sales-Led contracts must include pre-committed GPU quantities with delivery schedules; Sales-Led invoicing follows preset order form billing schedules (e.g., 15% upfront, balance in installments); Credits must be issued when actual deliveries differ from contracted quantities or dates; Product-Led revenue recognition must follow actual usage burn-down tracked in Metronome/Stripe; Revenue recognition for Sales-Led must track daily delivery-based revenue, not order form assumptions; Delivery confirmations must be reconciled into Salesforce and QuickBooks; Contract-driven invoicing continues regardless of delivery status; Delivery data drives both credits and daily revenue recognition adjustments","Partial deliveries trigger credit issuance against invoices; Delivery dates and quantities may differ from contracted terms, requiring reconciliation; Interim state uses custom entry tool for delivery data before Salesforce integration is complete; TAMs currently manage delivery confirmations via Slack (non-standard process)","GPU-specific inventory (H100s mentioned as example product); Two distinct customer segments: Sales-Led (SLG/Forge/Dedicated) and Product-Led (PLG/Serverless); Current manual process involves specific personnel (TAMs, John, Tim); Integration stack: Metronome, Stripe, Salesforce, QuickBooks; Merchant temperament: 'Collaborative but exacting' - expects partnership and workflow consultation; Delivery confirmation workflow currently managed through Slack; Staggered delivery schedules specific to hardware/GPU fulfillment model",0.85
Tabs MIS for Together AI_chunk_3,Tabs MIS for Together AI,Sales call documentation and tracking; Customer discovery and technical alignment process; Sandbox environment review and demonstration; Multi-stage sales engagement workflow; Call recording and reference management via Gong.io platform,Sales calls must be recorded and tracked using Gong.io platform; Each call should be assigned a unique call ID for reference; Discovery calls should be conducted and documented; Technical alignment calls are required and marked as important; Sandbox reviews should be performed (potentially in multiple parts); Call URLs follow the pattern: us-56595.app.gong.io/call?id=[call_id],"Technical Alignment calls are specifically flagged as 'important', suggesting higher priority or different handling than other call types; Sandbox review appears to be conducted in multiple parts (pt 1 mentioned), indicating potential for extended or segmented reviews","Gong.io instance identifier: 'us-56595' (may vary by merchant or organization); Specific call type terminology: 'More Discovery', 'Technical Alignment', 'Sandbox review' (may be customized based on merchant's sales process); Number of sandbox review sessions (may vary by merchant complexity); Call ID format and numbering system (likely system-generated but tied to specific merchant instance); Sales process stages and naming conventions may differ per merchant",0.45
Tabs MIS for Together AI_chunk_5,Tabs MIS for Together AI,"Stakeholder Communication Preferences: Detail-oriented, risk-aware team that values clarity, specificity, and operational efficiency; Resource Constraints: Bandwidth-limited team juggling multiple priorities (NetSuite go-live, audit prep, scaling); Partial Delivery Management: Flexible handling of piecemeal GPU deliveries with manual adjustment capabilities; Revenue Recognition Requirements: Daily (not monthly) revenue recognition tied to delivery schedules with audit trail maintenance; Long-term Partnership Vision: Forward-looking stakeholders motivated by scalability and best practices","Revenue must be recognized daily, not monthly; Revenue recognition must be based on GPU delivery schedules; System must maintain clean audit trails for revenue recognition; Partial deliveries must be recordable with quantities and dates; System must handle piecemeal deliveries without requiring complex CSV uploads every time; Manual adjustments must be possible when TAMs miss Slack/Salesforce updates; Communications should respect time constraints and remove ambiguity; Presentations should demonstrate edge case consideration and peer best practices",Manual adjustment capability required as fallback when TAMs miss Slack or Salesforce updates; Flexibility needed for partial GPU deliveries when customers don't receive everything upfront; System must accommodate scenarios where delivery doesn't match initial order quantities,"Merchant Name: Appears to be a GPU supplier/vendor (references to 'GPU deliveries'); Key Stakeholders: John, Tim, and Hanson with specific roles and preferences; Current Systems: NetSuite (currently in go-live phase); Communication Channels: Slack and Salesforce used for delivery updates by TAMs (Technical Account Managers); Product Type: GPUs (Graphics Processing Units); Delivery Model: Piecemeal/partial deliveries rather than full upfront delivery; Current Challenges: Audit prep, scaling pains, bandwidth constraints; Team Structure: TAMs (Technical Account Managers) responsible for delivery updates",0.92
Tabs MIS for Together AI_chunk_6,Tabs MIS for Together AI,"Credit Management and Invoice Reconciliation; Multi-System Workflow Integration (TAM, Slack, Salesforce); Contract and Order Form Processing; Audit Compliance and Revenue Recognition; Delivery Tracking and Billing Alignment","Credits must be automatically reflected on invoices when deliveries lag behind schedule; Invoicing must follow preset schedules defined in order forms; Credits must be transparently displayed on invoices to support collections processes; TAM updates in Slack serve as the current source of truth for deliveries; Finance team manually logs delivery information from Slack; System must parse Salesforce contracts to auto-generate billing schedules; Billing schedules must align with order forms; System must handle multiple order forms and amendments; Products and billing must be tracked separately but capable of roll-up reporting; Auditors (KPMG) require clear linkages between contract, invoice, revenue schedule, and credits; System must provide deferred revenue balances; System must allow drill-down reporting by product and order form for audit purposes; Long-term plan is for delivery data to flow into Salesforce; Short-term solution requires bridging messy workflows with lightweight delivery-entry tools","When deliveries lag behind schedule, standard invoicing schedules must be overridden with credit adjustments; Short-term workaround required: lightweight delivery-entry tool feeding into Tabs instead of direct Salesforce integration; Manual Slack-based TAM updates serve as temporary source of truth until Salesforce integration is complete; Multiple order forms and amendments require special handling for aggregation and separation of products and billing","Merchant name: 'Together' (customer requiring credit transparency); Auditor: KPMG (specific audit firm with specific requirements); TAM (Technical Account Manager) updates as delivery tracking method; Slack as communication/logging platform for deliveries; Salesforce as CRM and contract repository; Finance team workflow: manual logging from Slack; Customer behavior: pushback on invoices that don't match perceived delivery; Terminology: 'order forms', 'amendments', 'deferred revenue balances'; Delivery-lag scenarios specific to this merchant's business model; Product and billing separation requirements may be merchant-specific",0.92
Aleph Labs Inc MIS__chunk_1,Aleph Labs Inc MIS_,Implementation leadership and stakeholder management; Payment and billing system integrations; Financial operations and invoicing; Third-party platform connectivity; Customer relationship management integration,Augusto is designated as the implementation lead; Invoice generation capability must be included; Dunning functionality is required; Stripe payment integration must be implemented; QuickBooks (QB) integration is mandatory; CashApp payment option must be supported; Hubspot CRM integration is required,"The merchant is characterized as 'fairly easy to work with', suggesting potential for smoother implementation compared to standard difficulty levels","Point of contact: Augusto (implementation lead); Specific integration stack: Stripe, QuickBooks, CashApp, Hubspot - this combination may be unique to this merchant; The term 'Tabs features' suggests merchant may be using or referring to a specific product/platform called 'Tabs'; Priority features list appears customized to this merchant's operational needs",0.75
