rule_id,general_rule,frequency,confidence,source_documents
rule_217,Fund service fees must NOT be billed in arrears - uncheck 'IS BILLED IN ARREARS' option,3,0.8833333333333333,Merchant Info Sheet - Inspiren; Merchant Info Sheet_ Maybern(1); Merchant Info Sheet_ Maybern
rule_218,Quarterly billing cadence applies to fund service fees,2,0.85,Merchant Info Sheet_ Maybern(1); Merchant Info Sheet_ Maybern
rule_219,First fund service fee invoice should be sent immediately after the 2nd implementation fee,2,0.85,Merchant Info Sheet_ Maybern(1); Merchant Info Sheet_ Maybern
rule_220,Usage bill period start dates should be set 3 months prior to 2nd implementation fee invoice date,2,0.85,Merchant Info Sheet_ Maybern(1); Merchant Info Sheet_ Maybern
rule_221,75 basis point fee = 0.00001875 (divided into 4 quarterly payments),2,0.85,Merchant Info Sheet_ Maybern(1)
rule_222,Implementation fees are non-taxable by default (can be changed to taxable if needed),2,0.85,Merchant Info Sheet_ Maybern(1); Merchant Info Sheet_ Maybern
rule_223,Logo must be included on invoices,24,0.8216666666666667,MIS_ Crelate; Merchant Info Sheet - Dr. Seuss_; Merchant Info Sheet - Nift; Loanbeam Merchant Info Sheet; Merchant Info Sheet - Attain; MIS for Paramify; Hockeystack MIS; Aleph Labs Inc MIS_; Merchant Info Sheet - Extole (AE- Ally) - CW 9.23.25; Merchant Info Sheet - Numeric; Merchant Info Sheet_ Maybern; Merchant Info Sheet_ Maybern(1); Summer Discovery - MIS; Merchant Info Sheet - GenLogs; MIS_ Anrok; Tenant -- Merchant Info Sheet; Hanover Merchant Info Sheet - Template; 2X + Intelligent Demand MIS;  Merchant Info Sheet - Inspiren
rule_224,No post-processing notifications required to Ops Team,3,0.8166666666666668,Merchant Info Sheet_ Maybern(1); Merchant Info Sheet - David Energy; Merchant Info Sheet_ Maybern
rule_225,Contract duration is one year,4,0.835,Merchant Info Sheet_ Maybern(1); Merchant Info Sheet_ Maybern; Merchant Info Sheet_ Cargado; MIS April Tax(1)
rule_226,Billing terms must be extracted from signed Order Forms (typically first page),8,0.82875,MIS_Fynn; MIS for Darkroom Studios; MIS_ Vapi ai; MIS_ GoodShip; Merchant Info Sheet - Notabene; Copy of Merchant Info Sheet - Sprinto; ENFOS MIS
rule_227,Each fee type must be processed as its own separate Billing Term (BT),9,0.8588888888888888,AlphaAI Technologies DBA Tavily MIS; MIS for Milk Moovement; MIS_ Vapi ai; Tennr MIS; OLD MIS; Merchant Info Sheet - Bolster AI; MIS_ Teleskope AI; Knowde - Merchant Info Sheet;  Merchant Info Sheet - Motivity
rule_228,Overage BT should only be created if contract specifies a per minute fee OR if billing frequency is specified,3,0.8166666666666668,MIS_ Vapi ai; OLD MIS
rule_229,Do NOT create BT for additional usage tiers,7,0.8471428571428571,AlphaAI Technologies DBA Tavily MIS; MIS_ Vapi ai; SafelyYou MIS; Flatfile MIS; MIS_ Anrok; [EXTERNAL USE] Merchant Info Sheet - CliniContact; MIS Attentive Inc
rule_231,"Item Name should use the exact label from the pricing section (e.g., 'Platform License Fee', 'Annual Usage Fee', 'Setup Integration Training Fee')",2,0.85,Merchant Info Sheet - Pragma; MIS_ Vapi ai
rule_232,Quantity defaults to 1,15,0.8733333333333333,Merchant Info Sheet - Pragma; Pipe17 MIS_; [DRAFT] Trustero MIS; Merchant Info Sheet - Sprinto; MIS_ Vapi ai; [Draft] Summer Discovery MIS; MIS_ Anrok; MIS_ Truepic; Pirros MIS_; Captivated MIS; MavenAGI Merchant Info Sheet_; Copy of Merchant Info Sheet - Sprinto; Summer Discovery - MIS; Tabs MIS for dataplor; Plenful MIS Template
rule_233,"Platform, integration, and one-time fees typically have quantity of 1",2,0.85,Luxury Presence MIS; MIS_ Vapi ai
rule_235,Use today's date if no service start date is provided,22,0.8554545454545456,Arcee AI - Merchant Info Sheet(1); MIS_ Taktile; Loanbeam Merchant Info Sheet; Pirros MIS_; MIS April Tax;  Merchant Info Sheet - Motivity; MIS_ Engaged MD; Plenful MIS Template; MIS_ Blumira; Merchant Info Sheet - Notabene; Beansquad - MIS; ENFOS MIS; Merchant Info Sheet - Pragma; MIS_ Vapi ai; Instil MIS(1); Merchant Info Sheet - Bolster AI; MIS_ Anrok; MIS_ Truepic; MIS April Tax(1); MIS_ Bland
rule_236,"Effective date should use latest signature date; if no signature date exists, use date in contract name",11,0.848181818181818,Merchant Info Sheet - Airops_(1); Merchant Info Sheet - Enzy(1); MIS_ Vapi ai; LiveLike MIS; MIS for Paramify; Merchant Info Sheet - Airops_; Merchant Info Sheet - Rox; Merchant Info Sheet - Enzy; LiveLike MIS(1); Merchant Info Sheet - Rox(1); MIS_ Crew AI
rule_237,Months of Service should be extracted from 'Service Term' section,15,0.876,Copy of Tabs MIS for dataplor; Snapdocs MIS; Ivo- Merchant Info Sheet_; [DRAFT] Trustero MIS; MIS for Milk Moovement; MIS_Fynn; MIS_ Vapi ai; Merchant Info Sheet - Sprinto; MIS_ Truepic; MIS - Molten Cloud; Merchant Info Sheet - Proton; MavenAGI Merchant Info Sheet_; Copy of Merchant Info Sheet - Sprinto; MIS_Fynn(1); ENFOS MIS
rule_238,Default service term is 36 months (3 years),16,0.8575,LuminAI Merchant Info Sheet_; Merchant Info Sheet - Lawtrades(1); AlphaAI Technologies DBA Tavily MIS; Merchant Info Sheet - ServiceUp; MIS_ Vapi ai; Merchant Info Sheet - OpenClinica; TIFIN @ Work MIS; TIFIN @ Work MIS(1); Merchant Info Sheet - Incendium; HELIX ALTERNATIVE TECHNOLOGIES INC-MIS(1); [EXTERNAL] Haus Merchant Info Sheet - Template; Maximor Merchant Info Sheet; MIS_ Teleskope AI; Beansquad MIS Draft; MIS_ Siteline; MIS Attentive Inc
rule_239,Most VAPI contracts have 12-month initial term,2,0.885,Ash MIS; MIS_ Vapi ai
rule_240,Billing Type is 'Flat' except for usage-based BTs,6,0.8733333333333332,Gladly Merchant Info Sheet; Instil MIS; MIS_ Vapi ai; Fingerprint MIS; Copy of TIFIN AG MIS
rule_241,Per minute usage BT can be billed monthly in arrears,3,0.85,MIS_ Vapi ai; EDGE Software MIS (Beacon); VieFUND MIS (Beacon)
rule_242,Total Price should reflect the price for individual billing period,5,0.8719999999999999,Copy of Tabs MIS for dataplor; Aleph Labs Inc MIS_; MIS_ Vapi ai; MIS_ Anrok; MavenAGI Merchant Info Sheet_
rule_249,Look for payment terms in 'payment and fees' sections of agreements,3,0.85,Instil MIS; MIS_ Vapi ai; Instil MIS(1)
rule_250,Service Start Date equals Billing Start Date,7,0.8457142857142858,MIS_ Voxie; MIS_ Vapi ai; MIS_ Zenlytic; 2X + Intelligent Demand MIS; Revolution Parts (RevParts) Merchant Info Sheet_; MIS_ Crew AI; [DRAFT] 2X MIS
rule_251,Bill first of period for platform/license fees; bill in arrears for usage,7,0.8514285714285714,Aleph Labs Inc MIS_; AlphaAI Technologies DBA Tavily MIS; MIS for Darkroom Studios; MIS_ Vapi ai; MIS_ Blumira; MIS_ Anrok; Merchant Info Sheet - Bolster AI
rule_252,Payment processing must be handled through Stripe,6,0.7999999999999999,Aleph Labs Inc MIS_; MIS_ Voxie; MIS_ Vapi ai; Joor Merchant Info Sheet_; MIS_ Flytech
rule_256,Enterprise customers operate on contract-based billing model,2,0.8,MIS_ Vapi ai; Tenant -- Merchant Info Sheet
rule_257,MSAs and contracts require manual review before invoicing,2,0.835,MIS_ Vapi ai; LuminAI Merchant Info Sheet_
rule_258,Invoices for enterprise customers created manually in QuickBooks Online (QBO),4,0.86,MIS_ Vapi ai; Merchant Info Sheet - Dr. Seuss_; LuminAI Merchant Info Sheet_; ENFOS MIS
rule_259,Usage data tracked in PostHog and reconciled monthly,2,0.85,MIS_ Vapi ai; Alkira _ Merchant Info Sheet
rule_264,Must support GAAP-compliant revenue recognition and journal entry generation,5,0.8779999999999999,MIS_ Niche; MIS_ Vapi ai; MIS_ Truepic; Hanover Merchant Info Sheet - Template; MIS for Astranis
rule_266,Must automate contract ingestion from MSAs and invoice creation,5,0.8779999999999999,Hockeystack MIS; MIS_ Voxie; MIS_ Vapi ai; MIS_ Anrok; Merchant Info Sheet - Welcome Home Software
rule_267,Must support usage-based billing with mid-term overage detection,9,0.8855555555555555,MIS_ GC AI; Merchant Info Sheet - Beacon Software; Gladly Merchant Info Sheet; Loanbeam Merchant Info Sheet; Tabs + Human Merchant Info Sheet_(1); DSN Merchant Info Sheet_; MIS_ Voxie; MIS_ Vapi ai; Rewst Merchant Info Sheet_
rule_268,Must provide automated collections and AR tracking capabilities,4,0.8425,MIS_ Cape; MIS_ Vapi ai;  Merchant Info Sheet - APIsec; MIS_ Teleskope AI
rule_269,Must integrate with Plaid for cash application and utilize Stripe payment rails,6,0.8683333333333332,MIS_ GC AI;  Merchant Info Sheet - APIsec; MIS_ Niche; MIS_ Vapi ai; Elephant Energy MIS; Merchant Info Sheet - Welcome Home Software
rule_272,Must support appending usage receipts to invoices,3,0.8733333333333334,MIS_ Vapi ai; Gladly Merchant Info Sheet; Loanbeam Merchant Info Sheet
rule_273,Must enable audit readiness without requiring additional finance headcount,2,0.92,Merchant Info Sheet - Corvus Robotics; MIS_ Vapi ai
rule_274,Solution must replace manual invoicing currently done in QuickBooks,4,0.92,MIS_ Vapi ai; Merchant Info Sheet - Digitalzone; Merchant Info Sheet - Nift; Augment Merchant Info Sheet_
rule_275,Month-end close procedures must be automated,7,0.7885714285714285,Ivo- Merchant Info Sheet_; Loanbeam Merchant Info Sheet; Merchant Info Sheet - Raina Music; MIS_ Vapi ai;  Merchant Info Sheet - LightLabs;  Merchant Info Sheet - Motivity; Anysphere (Cursor) MIS
rule_276,Systems must maintain audit readiness standards,2,0.8200000000000001,MIS_ Vapi ai; Loanbeam Merchant Info Sheet
rule_279,Item Description must include countries/territories listed in the contract,9,0.87,Copy of Tabs MIS for dataplor; Merchant Info Sheet - Numeric; Medicom Merchant Info Sheet_(1); River Health Merchant Info Sheet; TIFIN @ Work MIS(1); Merchant Info Sheet - Marvin; Tabs MIS for dataplor; Medicom Merchant Info Sheet_; ENFOS MIS
rule_280,Billing Type should be set to 'Flat',21,0.8580952380952382,Copy of Tabs MIS for dataplor; Loanwell Merchant Info Sheet _; MIS_ DigitalOwl; Ivo- Merchant Info Sheet_; MIS_Fynn; MIS_ Blumira; Copy of Merchant Info Sheet_ Cognition AI;  Merchant Info Sheet - Motivity; Merchant Info Sheet - Sprinto; TIFIN AG_ WEALTHTECH_ MAGNIFI_ Axis _ TIFIN IP MIS; Pirros MIS_; TIFIN AG_ WEALTHTECH_ MAGNIFI_ Axis  MIS; MIS - Primary Management; Hanover Merchant Info Sheet - Template; Copy of Merchant Info Sheet - Sprinto; MIS_Fynn(1); MIS - Primary Management(1)
rule_281,Months of Service should refer to the order term duration,11,0.8663636363636363,Merchant Info Sheet - Pragma; Copy of Tabs MIS for dataplor; Gladly Merchant Info Sheet; Ivo- Merchant Info Sheet_; VieFUND MIS (Beacon); MIS for Milk Moovement;  Merchant Info Sheet - Motivity; LiveLike MIS; Coworks MIS; MIS_Fynn(1); Valence MIS
rule_283,Start Date for subsequent years calculated as 1 year after previous start date unless contract specifies otherwise,3,0.92,Merchant Info Sheet - Proton; Copy of Tabs MIS for dataplor; Tabs MIS for dataplor
rule_284,Periods field defaults to 1 unless contract indicates otherwise,3,0.84,Copy of Tabs MIS for dataplor; Merchant Info Sheet - Notabene; MIS_ Voxie
rule_285,Frequency must be verified from contract terms (yearly vs monthly vs one-time),8,0.8675,MIS_ Cape; Copy of Tabs MIS for dataplor; Merchant Info Sheet - Sprinto; MIS_ GoodShip; Tabs MIS for dataplor; MIS_ Bland;  Merchant Info Sheet - Motivity; Arcee AI - Merchant Info Sheet
rule_286,Tax line items default to 'BT' (Billing Type) when not otherwise specified,5,0.8640000000000001,Copy of Tabs MIS for dataplor; TIFIN AG_ WEALTHTECH_ MAGNIFI_ Axis _ TIFIN IP MIS; TIFIN AG_ WEALTHTECH_ MAGNIFI_ Axis  MIS; HELIX ALTERNATIVE TECHNOLOGIES INC-MIS(1); Copy of TIFIN AG MIS
rule_287,"When EXHIBIT date exists, use it as Service Start Date with term ending based on subscription date",2,0.835,Copy of Tabs MIS for dataplor; MIS_ Bland
rule_290,Software usage BTs should be placed on sub-customers,11,0.8627272727272726,Arcee AI - Merchant Info Sheet(1); Merchant Info Sheet - Sprinto; Merchant Info Sheet - Inspiren (OLD - IGNORE); Cocoon MIS; Merchant Info Sheet - Hylaine; Merchant Info Sheet - Inspiren; Copy of Merchant Info Sheet - Sprinto; Merchant Info Sheet - Harness Wealth; Copy of TIFIN AG MIS; Arcee AI - Merchant Info Sheet
rule_292,First year billing should use a flat price BT when employee count is known,2,0.85,Cocoon MIS
rule_293,Billing Start Date is same as service start date,16,0.87625,Merchant Info Sheet - Pragma; Tabs MIS for WEVO; MIS_ Taktile; Pipe17 MIS_; Merchant Info Sheet - Raina Music; Tabs x Responsive _ MIS; [DRAFT] Trustero MIS; Flatfile MIS; MIS_ Anrok; Beansquad - MIS; MIS_ Truepic; Cocoon MIS; Alaffia Health MIS; Glacier MIS; MIS_ Engaged MD
rule_294,All Pinata integration items should be labeled as 'Software Subscription Bundle' unless otherwise noted,98,0.8294897959183672,Merchant Info Sheet - Dr. Seuss_; Merchant Info Sheet - Alvys; Merchant Info Sheet - Droplet;  Merchant Info Sheet - Motivity; Capitalize MIS; Plenful MIS Template; Merchant Info Sheet_ Cargado; LuminAI Merchant Info Sheet_; Merchant Info Sheet - Numeric; MIS_Fynn(1); Merchant Info Sheet - Operator.ai(1); MIS_ Niche; Coworks MIS; Tennr MIS; Instil MIS(1); TIFIN @ Work MIS(1); Enigma _ Tabs_ MIS; MIS_ Global Grid 4 Learning; BluWave MIS; TIFIN GIVE_ TIFIN Sage MIS(1); Merchant Info Sheet - Proton(1); Sanveo Merchant Info Sheet; Merchant Info Sheet - Vestwell;  Merchant Info Sheet - LightLabs; Buxton Merchant Info Sheet; LuxSci MIS; Merchant Info Sheet - Operator.ai; Tabs + Human Merchant Info Sheet_; Merchant Info Sheet - Raina Music; Flatfile MIS; Merchant Info Sheet - Keen(1); Pirros MIS_; TIFIN GIVE_ TIFIN Sage MIS; Merchant Info Sheet_ Cognition AI; Aquabyte Merchant Info Sheet; Propel MIS; Attention - Merchant Info Sheet; Merchant Info Sheet - Notabene; Audiense Merchant Info Sheet_; MIS - Primary Management(1); MIS_ Voxie; MIS_ Saltmine + Changing workplace; TIFIN @ Work MIS; MavenAGI Merchant Info Sheet_; MIS_ Siteline; Tabs MIS for Keen Decision Systems; Ivo- Merchant Info Sheet_; Tenant -- Merchant Info Sheet; Hanover Merchant Info Sheet - Template; Multimodal Merchant Info Sheet_(1); LuxSci MIS(1); Instil MIS;  Veruna Merchant Info Sheet_; River Health Merchant Info Sheet; Cocoon MIS; Revolution Parts (RevParts) Merchant Info Sheet_; Arcee AI - Merchant Info Sheet; MIS_Fynn; MIS for Darkroom Studios; Multimodal Merchant Info Sheet_; MIS_ Anrok; Alium Merchant Info Sheet_; Merchant Info Sheet - Marvin; Arcee AI - Merchant Info Sheet(1); MIS_ Crelate; MIS_ Taktile; Merchant Info Sheet - Sprinto; Merchant Info Sheet - Attain; OLD MIS; Alkira _ Merchant Info Sheet; TIFIN AMP MIS; Hockeystack MIS; Merchant Info Sheet - Extole (AE- Ally) - CW 9.23.25;  Onebrief Merchant Info Sheet; Merchant Info Sheet - FindMine; Tabs + Human Merchant Info Sheet_(1);  Autumn _ Tabs Merchant Info Sheet; Merchant Info Sheet - Droplet(1); Eino Merchant Info Sheet; TIFIN AMP MIS(1); Capitalize MIS(1); Loanwell Merchant Info Sheet _; Copy of Merchant Info Sheet_ Cognition AI; Mithril MIS; MIS - Primary Management; Copy of Merchant Info Sheet - Sprinto; Merchant Info Sheet - Pinata; Glacier MIS; Merchant Info Sheet - Xeal; MIS Attentive Inc
rule_296,Billing Terms (BTs) are generally found in the order form at the top of the contract or in Exhibit A,4,0.85,Cocoon MIS;  Merchant Info Sheet - Motivity; Glacier MIS; Merchant Info Sheet - Raina Music
rule_298,Do not process anything related to renewals for initial contracts,4,0.885,Cocoon MIS; TIFIN GIVE_ TIFIN Sage MIS; Regard - Merchant Info Sheet_(1); ENFOS MIS
rule_299,"For renewal contracts, process all billing terms under the renewal contract",12,0.8508333333333332,Merchant Info Sheet - Pragma; Merchant Info Sheet - Red Antler(1); Merchant Info Sheet - Fat Earth; Wild Fruit- MIS(1); Copy of Merchant Info Sheet_ Cognition AI; Cocoon MIS; Merchant Info Sheet - Red Antler; Wild Fruit- MIS; Merchant Info Sheet - Fat Earth(1); Merchant Info Sheet_ Cognition AI
rule_304,"If there is a minimum requirement, turn on Usage AI",3,0.8966666666666666,Cocoon MIS; [DRAFT] Oscilar MIS Updates
rule_305,Service Start Date is found in the Services and Term section,5,0.892,Merchant Info Sheet - Lawtrades(1); Merchant Info Sheet - Lawtrades; Cocoon MIS; MIS_ Coram AI; TIFIN GIVE_ TIFIN Sage MIS
rule_306,For Flat BTs with monthly invoicing clause: start invoice on the first of the following month after contract start date,3,0.85,Cocoon MIS; Loanbeam Merchant Info Sheet; Elephant Energy MIS
rule_308,Total Months of Service: Default to 1 month,3,0.8066666666666666,Cocoon MIS; Wild Fruit- MIS; Wild Fruit- MIS(1)
rule_311,"If a BT is 'waived', add a 100% in-line discount",4,0.8675,Cocoon MIS; Merchant Info Sheet - Brevity; 2X + Intelligent Demand MIS; MIS for Paramify
rule_313,Each call must have a unique call ID for tracking purposes,6,0.55,Tabs MIS for Together AI;  Merchant Info Sheet - APIsec; MIS_ Taktile; Cocoon MIS; Further MIS
rule_314,All calls must be associated with a specific account ID,8,0.7175,Merchant Info Sheet - Nift; MIS_ Anrok; MIS Search Engine Template; Cocoon MIS; Further MIS;  Merchant Info Sheet - Inspiren; Merchant Info Sheet_ Posh Technologies; Summer Discovery - MIS
rule_315,"Calls should be categorized by type (scoping, partnership, implementation questions)",3,0.45,Cocoon MIS; Further MIS; Tabs MIS for Together AI
rule_317,Integration with Hubspot CRM system is required for call tracking,5,0.73,Aleph Labs Inc MIS_; Beansquad - MIS; Cocoon MIS;  Merchant Info Sheet - Inspiren; Merchant Info Sheet_ Cognition AI
rule_321,CSM is responsible for updating usage data for historical contracts,2,0.75,Cocoon MIS; Enigma _ Tabs_ MIS
rule_322,Manual payment reconciliation is required due to Chargebee not being connected,2,0.8,Cocoon MIS; Merchant Info Sheet - Dr. Seuss_
rule_324,Current capacity is 15-20 customers per month,5,0.744,Cocoon MIS; Merchant Info Sheet - MidwayPlus(1); Merchant Info Sheet - MidwayPlus; MIS_ Anrok
rule_325,Item names must match previous invoices for consistency,2,0.72,Merchant Info Sheet - J2 Health; Merchant Info Sheet - J2 Health(1)
rule_326,Slack bot notification must be sent for the first invoice after contract processing is complete,13,0.8123076923076922,Merchant Info Sheet - Carbon Direct; Merchant Info Sheet_ Counslr; Copy of Merchant Info Sheet_ Cognition AI; Merchant Info Sheet_ Cognition AI; Merchant Info Sheet - J2 Health; MIS April Tax; MIS April Tax(1); Merchant Info Sheet - J2 Health(1); MIS BuildClinical; Merchant Info Sheet_ Counslr(1); Valence MIS
rule_327,"{'rule_id': 'R4', 'description': 'Expansion state pricing has conditional logic: if (X+Y) ≤ 10 then Z=0, else Z=16,537', 'category': 'pricing_calculation'}",2,0.885,Merchant Info Sheet - J2 Health; Merchant Info Sheet - J2 Health(1)
rule_332,"Pricing is determined from usage input, not contract terms",3,0.8633333333333333,Merchant Info Sheet - Proton; Merchant Info Sheet - Attain; [DRAFT] Trustero MIS
rule_335,No opt-out clause exists in the contract,8,0.8262499999999999,LuminAI Merchant Info Sheet_;  Merchant Info Sheet - APIsec; Merchant Info Sheet - Attain; Merchant Info Sheet - Proton; Merchant Info Sheet - Droplet;  Merchant Info Sheet - Inspiren; Merchant Info Sheet_ Posh Technologies; Merchant Info Sheet - Welcome Home Software
rule_337,"Key stakeholders must be identified including Director of Accounting, FP&A, and Staff Accountant roles",9,0.8922222222222224,Merchant Info Sheet - MidwayPlus; Merchant Info Sheet - Proton(1); Merchant Info Sheet - Numeric; Merchant Info Sheet - Attain; Merchant Info Sheet - Alvys; Merchant Info Sheet - Proton; Knowde - Merchant Info Sheet; Buxton Merchant Info Sheet; Merchant Info Sheet - Xeal
rule_343,Full Payment: Item Name must be 'Annual License Fee',20,0.8640000000000001,FIF MIS(1);  Merchant Info Sheet - APIsec; Merchant Info Sheet - Sprinto; MIS_Fynn; Instil MIS; MIS_ GoodShip; TIFIN AG_ WEALTHTECH_ MAGNIFI_ Axis _ TIFIN IP MIS; Merchant Info Sheet - Attain;  Autumn _ Tabs Merchant Info Sheet; TIFIN AG_ WEALTHTECH_ MAGNIFI_ Axis  MIS; Further MIS; Merchant Info Sheet - Bolster AI; Copy of Merchant Info Sheet - Sprinto; Merchant Info Sheet - Brevity; Merchant Info Sheet - Marvin; MIS_ GoodShip(1)
rule_345,Integration item must be either 'Measurement Data Revenue' or 'Managed Services',5,0.8640000000000001,Merchant Info Sheet - Numeric; MIS_ GoodShip; Instil MIS; Merchant Info Sheet - Attain; River Health Merchant Info Sheet
rule_350,Cost/invoice amount is derived from the 'Total' field,2,0.885,Merchant Info Sheet - Attain; Merchant Info Sheet - Cyberhaven
rule_353,Revenue equals Total Price,3,0.8633333333333333,Glacier Historical Invoices MIS [Deprecated - Do Not Use]; Merchant Info Sheet - Attain; MIS_ GoodShip(1)
rule_354,Do not include CPM in invoice if it is flat-rate,4,0.86,Merchant Info Sheet - Rox; MIS_ Anrok; Merchant Info Sheet - Attain; Merchant Info Sheet - FindMine
rule_355,Must identify the key Point of Contact (POC) who serves as the buyer decision maker,8,0.8125,Duplicate MIS; Merchant Info Sheet - Mesh; Enterpret Merchant Info Sheet 9.23.25; Merchant Info Sheet - Attain; Merchant Info Sheet - MidwayPlus(1); Merchant Info Sheet - Bolster AI; Merchant Info Sheet - Satisfi Labs(1); Merchant Info Sheet - Hubble
rule_360,Customer Success (Azmat Aziz) must be notified in Messari internal merchant channel when contracts are processed during Active merchant phase,62,0.8124193548387098,Arcee AI - Merchant Info Sheet(1); Merchant Info Sheet - Operator.ai; LuxSci MIS(1); Merchant Info Sheet - Raina Music; Merchant Info Sheet - Sprinto; Axion Ray Merchant Info Sheet; Merchant Info Sheet - Attain; Merchant Info Sheet - Alvys; Alkira _ Merchant Info Sheet; Merchant Info Sheet_ Posh Technologies;  Merchant Info Sheet - Motivity; Medicom Merchant Info Sheet_; Capitalize MIS; Merchant Info Sheet_ Cargado; Pipe17 MIS_; Merchant Info Sheet - Digitalzone; Merchant Info Sheet - Welcome Home Software; AlphaAI Technologies DBA Tavily MIS; DSN Merchant Info Sheet_; LILT MIS; Lakera MIS_; LiveLike MIS; Attention - Merchant Info Sheet; Merchant Info Sheet - Lawtrades; Merchant Info Sheet - Notabene;  Veruna Merchant Info Sheet_; Eino Merchant Info Sheet(1); Merchant Info Sheet - Rox; Merchant Info Sheet - Enzy; Beansquad - MIS; TIFIN Merchant Info Sheet_; MIS - Primary Lab; Revolution Parts (RevParts) Merchant Info Sheet_; ENFOS MIS; Arcee AI - Merchant Info Sheet; Merchant Info Sheet - Operator.ai(1); Merchant Info Sheet - Carbon Direct; Merchant Info Sheet - Lawtrades(1); MIS_ DigitalOwl; MIS_ Tangram Vision; MIS_ GoodShip; Eino Merchant Info Sheet; MIS_ Zamp; MIS_ Coram AI; MavenAGI Merchant Info Sheet_; Knowde - Merchant Info Sheet; MIS_ Global Grid 4 Learning; Capitalize MIS(1); StrongArm MIS (real one)(1); MIS_ GoodShip(1); Gladly Merchant Info Sheet; Multimodal Merchant Info Sheet_; Ivo- Merchant Info Sheet_; Sanveo Merchant Info Sheet; Alium Merchant Info Sheet_; StrongArm MIS (real one); MIS Search Engine Template; Hanover Merchant Info Sheet - Template; Copy of Merchant Info Sheet - Sprinto; Buxton Merchant Info Sheet; LuxSci MIS; Merchant Info Sheet - Marvin
rule_361,Implementation Success team is responsible for filling Customer Information section Post-Go Live,47,0.8219148936170215,Tabs MIS for GovExec; Merchant Info Sheet - Sprinto; Flatfile MIS; Axion Ray Merchant Info Sheet; Merchant Info Sheet - Attain; General Catalyst MIS; OLD MIS; Merchant Info Sheet - Alvys; MIS Trustero; Capitalize MIS; MIS_ Engaged MD; Propel MIS; Tabs MIS for WEVO; Planet DDS MIS; Tabs x Responsive _ MIS; Lakera MIS_; Merchant Info Sheet - ServiceUp; SafelyYou MIS; Eino Merchant Info Sheet(1); Beansquad - MIS; Merchant Info Sheet - Enzy; Further MIS;  Onebrief Merchant Info Sheet; TIFIN Merchant Info Sheet_; MIS - Primary Lab; MIS_Fynn(1); Summer Discovery - MIS; ENFOS MIS; MIS_ Tangram Vision; MIS_Fynn; MIS_ Juniper; Arist MIS; MIS_ Zamp; MIS_ Coram AI; StrongArm MIS (real one)(1); Ivo- Merchant Info Sheet_; StrongArm MIS (real one); Copy of Merchant Info Sheet - Sprinto;  Merchant Info Sheet - Inspiren; Glacier MIS
rule_362,AE fills Merchant Calls for all videos prior to Implementation involvement; Implementation fills prior to go-live; Success fills Post-Go Live,10,0.784,MIS_Fynn; Lakera MIS_; SafelyYou MIS; MIS_ Anrok; MIS Trustero; MIS_ Coram AI; ENFOS MIS
rule_363,AE must fill notes sections if available before handoff,11,0.7536363636363638,Ash MIS; MIS_ Voxie; Lakera MIS_; Coworks MIS; Tabs MIS for Together AI(1); Confido MIS; MIS Trustero; Further MIS; MIS_ Zamp; Summer Discovery - MIS
rule_365,Contracts must be ingested into the system,18,0.8305555555555555,Merchant Info Sheet - Dr. Seuss_; Kat_s [MAKE A COPY DO NOT EDIT] Merchant Info Sheet - Template; Loanbeam Merchant Info Sheet; Tabs + Human Merchant Info Sheet_(1); LILT MIS; Lakera MIS_; MIS for Darkroom Studios; Ivo- Merchant Info Sheet_; MIS_ Niche; Merchant Info Sheet - Notabene; MIS for Balto; MIS Trustero; LiveLike MIS(1); Circadian Risk Merchant Info Sheet; Capitalize MIS; Merchant Info Sheet_ Cargado; MIS_ Siteline
rule_366,Documentation of billing structure is required,5,0.8719999999999999,MIS Trustero; Tabs MIS for Quotapath; Merchant Info Sheet - Proton; Tabs + Human Merchant Info Sheet_
rule_367,Must identify which Tabs features the key POC cares about,11,0.7927272727272726,MIS Revamp [Changes]; MIS_ Tangram Vision; FIF MIS; Copy of [MAKE A COPY DO NOT EDIT] Merchant Info Sheet - Template; River Health Merchant Info Sheet; Merchant Info Sheet - Alvys; MIS Trustero; Merchant Info Sheet - Droplet(1); Copy of MIS Revamp [Changes]; Eino Merchant Info Sheet; Coworks Merchant Info Sheet_
rule_370,"{'rule_id': 'R3', 'category': 'Date Determination', 'description': 'Billing start date: Use the Effective Date or Purchased Date Range start date unless contract explicitly lists a different invoice start date'}",3,0.8966666666666666,MIS Trustero; Eino Merchant Info Sheet
rule_371,"{'rule_id': 'R5', 'category': 'Pricing', 'description': 'Total price: Ignore unit prices and use total amount'}",2,0.92,MIS Trustero; [DRAFT] Trustero MIS
rule_373,"{'rule_id': 'R7', 'category': 'Payment Terms', 'description': 'Net terms: Look for explicit Payment Terms section. Default to 30 if none available'}",4,0.8425,Copy of Merchant Info Sheet - OpenClinica; MIS Trustero; Merchant Info Sheet - Operator.ai; Valence MIS
rule_374,"{'rule_id': 'R8', 'category': 'Payment Terms', 'description': ""'Due on receipt' language means 0 net terms""}",2,0.885,MIS Trustero; Eino Merchant Info Sheet
rule_375,"{'rule_id': 'R9', 'category': 'Quantity', 'description': 'Quantity: Use the quantity explicitly listed in the pricing table. If not listed, default to 1'}",4,0.885,MIS Trustero; MIS_ Crelate; Eino Merchant Info Sheet; MIS_ Siteline
